Watch,strike,open_interest.yt,open_interest.td,OI_Dollar.yt,OI_Dollar.td,Date.td,expiry,stkClose,diff_oi,diff_oi_d,totalOI,totalOIdiff,OI_pct,cum_sep_OI,pct
702.47,680,10007,10090,22485729,22672230,2026-01-05,2026-03-20,683.17,83,186501.000000004,1166791798,-16219966,1.94312558923216,59.4610006848883,0.00822596630327073
684.64,635,4420,4412,21998340,21901168,2026-01-05,2026-01-16,683.17,-8,-97172.0000000037,1893286815,-26287558,1.15678025254721,88.7350766766947,-0.00443684099405126
683.94,510,1243,1242,22144045,21603348,2026-01-05,2026-01-16,683.17,-1,-540697,1893286815,-26287558,1.14104993648308,89.8761266131777,-0.0250283891182052
722,595,1642,1642,20853400,20853400,2026-01-05,2026-12-18,683.17,0,0,2087828623,-18132763,0.998808032913916,72.2080134543687,0
694.41,645,4125,4116,20666250,20337156,2026-01-05,2026-03-20,683.17,-9,-329094,1166791798,-16219966,1.74299785401817,61.2039985389064,-0.0161819086208514
702.8,485,925,925,20146500,20146500,2026-01-05,2026-12-18,683.17,0,0,2087828623,-18132763,0.964949889950809,73.1729633443195,0
684.17,615,2936,2904,20957168,20086968,2026-01-05,2026-01-16,683.17,-32,-870200,1893286815,-26287558,1.06095747569023,90.937084088868,-0.0433216202664334
705.13,490,933,933,20071629,20071629,2026-01-05,2026-12-18,683.17,0,0,2087828623,-18132763,0.961363819754472,74.134327164074,0
682.67,630,3788,3787,20788544,19946129,2026-01-05,2026-01-16,683.17,-1,-842415,1893286815,-26287558,1.05351861334333,91.9906027022113,-0.042234510766475
693.62,670,6398,8143,15675100,19233766,2026-01-05,2026-02-20,683.17,1745,3558666,235978181,8165117,8.15065440308653,8.15065440308653,0.185021799682912
710.68,565,1316,1316,19883444,19171488,2026-01-05,2026-12-18,683.17,0,-711956,2087828623,-18132763,0.918250079954,75.052577244028,-0.0371361889071939
743.46,720,8014,8016,20964624,18805536,2026-01-05,2026-09-18,683.17,2,-2159088,616790460,-7688638.99999999,3.04893431717475,44.4523413997032,-0.114811298119873
700.5,675,7284,7296,18865560,18604800,2026-01-05,2026-03-20,683.17,12,-260759.999999996,1166791798,-16219966,1.59452612127464,62.7985246601811,-0.0140157378740968
715.95,585,1401,1401,18346095,18346095,2026-01-05,2026-12-18,683.17,0,0,2087828623,-18132763,0.878716519061728,75.9312937630897,0
688.18,210,384,383,18270336,18314294,2026-01-05,2026-12-18,683.17,-1,43958,2087828623,-18132763,0.877193357646577,76.8084871207363,0.00240020172221763
690.53,585,1732,1733,18113256,18288349,2026-01-05,2026-03-20,683.17,1,175093,1166791798,-16219966,1.56740465877015,64.3659293189512,0.00957401895600308
703.49,565,1316,1316,18712204,18225284,2026-01-05,2026-09-18,683.17,0,-486919.999999996,616790460,-7688638.99999999,2.95485828363818,47.4071996833414,-0.0267167304498518
726.42,640,2088,2084,18228240,18009928,2026-01-05,2026-12-18,683.17,-4,-218312,2087828623,-18132763,0.862615245408483,77.6711023661447,-0.0121217586211339
684.62,430,0,700,0,17823400,2026-01-05,2026-01-30,683.17,700,17823400,192773531,14474848,9.2457714020915,9.2457714020915,1
710.63,525,960,960,17820480,17820480,2026-01-05,2026-12-18,683.17,0,0,2087828623,-18132763,0.853541320570352,78.5246436867151,0
683.69,625,3035,3002,17976305,17618738,2026-01-05,2026-01-16,683.17,-33,-357567,1893286815,-26287558,0.930590012057946,92.9211927142692,-0.0202946998814558
725.95,610,1476,1476,17114220,17114220,2026-01-05,2026-12-18,683.17,0,0,2087828623,-18132763,0.819713831464222,79.3443575181793,0
695.53,675,8284,8307,16957348,17054271,2026-01-05,2026-02-20,683.17,23,96923.0000000037,235978181,8165117,7.22705418260683,15.3777085856934,0.00568320979536468
747.65,705,3850,3965,17055500,16910725,2026-01-05,2026-12-18,683.17,115,-144775,2087828623,-18132763,0.809967102362118,80.1543246205414,-0.00856113501934423
685.22,460,752,749,17481744,16868978,2026-01-05,2026-03-20,683.17,-3,-612766,1166791798,-16219966,1.44575733467746,65.8116866536287,-0.0363250221797669
735.34,700,4678,4695,16864190,16592130,2026-01-05,2026-09-18,683.17,17,-272059.999999998,616790460,-7688638.99999999,2.69007565389387,50.0972753372353,-0.0163969303519197
697.08,680,9511,9661,16026035,16500988,2026-01-05,2026-02-20,683.17,150,474952.999999998,235978181,8165117,6.99259055649725,22.3702991421906,0.0287833067935083
689.44,575,1409,1407,16438803,16101708,2026-01-05,2026-03-20,683.17,-2,-337095.000000002,1166791798,-16219966,1.3799983876815,67.1916850413102,-0.0209353566714787
691.89,615,2067,2068,15922101,15900852,2026-01-05,2026-03-20,683.17,1,-21249.0000000019,1166791798,-16219966,1.36278400544602,68.5544690467562,-0.00133634348650009
689.14,530,984,984,15837480,15659376,2026-01-05,2026-03-20,683.17,0,-178104,1166791798,-16219966,1.34208828231753,69.8965573290737,-0.011373633278874
