Watch,strike,open_interest.yt,open_interest.td,OI_Dollar.yt,OI_Dollar.td,Date.td,expiry,stkClose,diff_oi,diff_oi_d,totalOI,totalOIdiff,OI_pct,cum_sep_OI,pct
669.96,675,9348,9348,4711392,4711392,2025-12-26,2026-01-30,690.38,0,0,103571890,0,4.54890994071847,45.9970789371518,0
686.5,745,796,796,4656600,4656600,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.55480660217241,66.3346984619442,0
688.5,720,1459,1459,4595850,4595850,2025-12-26,2026-03-20,690.38,0,0,429293910,0,1.07056026021893,85.9843376301332,0
601.7,605,13892,13892,4584360,4584360,2025-12-26,2026-03-20,690.38,0,0,429293910,0,1.06788377221564,87.0522214023488,0
667.57,745,592,592,4583856,4583856,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.714066933175806,84.9360516382945,0
542.84,555,3750,3750,4560000,4560000,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.710350677526011,85.6464023158205,0
617.83,620,20930,20930,4541810,4541810,2025-12-26,2026-02-20,690.38,0,0,208161343,0,2.18187005067507,82.2067356665738,0
569.2,585,2856,2856,4512480,4512480,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.702948075728635,86.3493503915491,0
663.19,665,24809,24809,4490429,4490429,2025-12-26,2026-01-16,690.38,0,0,147053251,0,3.0536074309571,50.5081509554658,0
577.96,595,2630,2630,4481520,4481520,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.698125168497011,87.0474755600461,0
626.25,655,1552,1552,4462000,4462000,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.695084369105496,87.7425599291516,0
686.97,750,700,700,4412100,4412100,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.47316973960505,67.8078682015492,0
586.46,605,2362,2362,4379148,4379148,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.682177795786552,88.4247377249382,0
668.78,670,35257,35257,4301354,4301354,2025-12-26,2026-01-09,690.38,0,0,32811450,0,13.1093078788045,13.1093078788045,0
577.7,580,18558,18558,4268340,4268340,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.994269869796196,88.046491272145,0
555.36,565,4360,4360,4203040,4203040,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.40336604844623,69.2112342499954,0
651.78,690,1097,1097,4192734,4192734,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.6531384731549,89.0778761980931,0
643.59,670,1568,1568,4141088,4141088,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.38268070321199,70.5939149532074,0
518.43,525,6252,6252,4107564,4107564,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.37148727098005,71.9654022241875,0
611.13,615,10578,10578,4093686,4093686,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.953585854502339,89.0000771266474,0
515.7,525,4398,4398,4090140,4090140,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.637156517582509,89.7150327156756,0
584.46,585,75657,75657,4085478,4085478,2025-12-26,2026-01-30,690.38,0,0,103571890,0,3.94458187448351,49.9416608116353,0
534.73,535,150706,150706,4069062,4069062,2025-12-26,2026-01-30,690.38,0,0,103571890,0,3.92873201406289,53.8703928256982,0
573.7,590,2495,2495,4066850,4066850,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.633528432652776,90.3485611483284,0
647.78,650,18198,18198,4039956,4039956,2025-12-26,2026-01-30,690.38,0,0,103571890,0,3.90062979443554,57.7710226201337,0
624.28,645,1901,1901,3938872,3938872,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.31516217641886,73.2805644006063,0
641.3,645,10541,10541,3900170,3900170,2025-12-26,2026-02-20,690.38,0,0,208161343,0,1.87362838065471,84.0803640472285,0
620.44,625,8531,8531,3890136,3890136,2025-12-26,2026-03-20,690.38,0,0,429293910,0,0.906170786350079,89.9062479129974,0
682.46,690,5063,5063,3817502,3817502,2025-12-26,2026-01-23,690.38,0,0,22589357,0,16.8995602663679,16.8995602663679,0
682.25,688,6619,6619,3805925,3805925,2025-12-26,2026-01-16,690.38,0,0,147053251,0,2.58812707241678,53.0962780278826,0
577.8,590,3114,3114,3799080,3799080,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.26848659240243,74.5490509930088,0
603.83,620,2348,2348,3796716,3796716,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.26769726911773,75.8167482621265,0
639.74,665,1499,1499,3786474,3786474,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.26427753600356,77.0810257981301,0
559.89,570,3734,3734,3775074,3775074,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.2604711546814,78.3414969528115,0
633.56,635,26006,26006,3744864,3744864,2025-12-26,2026-01-30,690.38,0,0,103571890,0,3.61571464998852,61.3867372701222,0
677.52,730,698,698,3663104,3663104,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.22308514444963,79.5645820972611,0
649.99,651,35810,35810,3616810,3616810,2025-12-26,2026-01-16,690.38,0,0,147053251,0,2.45952399923481,55.5558020271174,0
573.34,585,3088,3088,3600608,3600608,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.20221816136984,80.7668002586309,0
520.34,530,3717,3717,3590622,3590622,2025-12-26,2026-12-18,690.38,0,0,641936461,0,0.559342274219255,90.9079034225476,0
647.44,675,1288,1288,3549728,3549728,2025-12-26,2026-09-18,690.38,0,0,299497056,0,1.18522968052147,81.9520299391524,0
644.05,646,17968,17968,3503760,3503760,2025-12-26,2026-01-30,690.38,0,0,103571890,0,3.38292561813828,64.7696628882605,0
