strike,open_interest.yt,open_interest.td,OI_Dollar.yt,OI_Dollar.td,Date.td,expiry.td,diff_oi,diff_oi_d,pct
392,306,412,24.48,16.48,2023-07-21,2023-07-28,106,-8,-0.485436893203884
392,306,298,24.48,32.78,2023-07-21,2023-08-04,-8,8.3,0.25320317266626
392,306,8898,24.48,2580.42,2023-07-21,2023-08-18,8592,2555.94,0.990513172274281
392,8895,412,2045.85,16.48,2023-07-21,2023-07-28,-8483,-2029.37,-123.141383495146
392,8895,298,2045.85,32.78,2023-07-21,2023-08-04,-8597,-2013.07,-61.4115314215986
392,8895,8898,2045.85,2580.42,2023-07-21,2023-08-18,3,534.57,0.207163950054642
393,0,0,0,0,2023-07-21,2023-07-28,0,0,
393,0,9419,0,2919.89,2023-07-21,2023-08-18,9419,2919.89,1
393,9511,0,2472.86,0,2023-07-21,2023-07-28,-9511,-2472.86,-Inf
393,9511,9419,2472.86,2919.89,2023-07-21,2023-08-18,-92,447.03,0.153098233152619
394,306,307,18.36,15.35,2023-07-21,2023-07-28,1,-3.01,-0.196091205211726
394,306,1006,18.36,100.6,2023-07-21,2023-08-04,700,82.24,0.817495029821074
394,306,4190,18.36,1257,2023-07-21,2023-08-18,3884,1238.64,0.985393794749404
394,1006,307,110.66,15.35,2023-07-21,2023-07-28,-699,-95.31,-6.20912052117264
394,1006,1006,110.66,100.6,2023-07-21,2023-08-04,0,-10.06,-0.0999999999999999
394,1006,4190,110.66,1257,2023-07-21,2023-08-18,3184,1146.34,0.911964996022275
394,4105,307,1108.35,15.35,2023-07-21,2023-07-28,-3798,-1093,-71.2052117263844
394,4105,1006,1108.35,100.6,2023-07-21,2023-08-04,-3099,-1007.75,-10.0173956262425
394,4105,4190,1108.35,1257,2023-07-21,2023-08-18,85,148.65,0.118257756563246
395,38576,38578,1928.8,1928.9,2023-07-21,2023-07-28,2,0.0999999999999091,5.18430193373991e-05
395,38576,5314,1928.8,584.54,2023-07-21,2023-08-04,-33262,-1344.26,-2.299688644062
395,38576,54555,1928.8,10911,2023-07-21,2023-08-11,15979,8982.2,0.823224269086243
395,38576,33578,1928.8,10409.18,2023-07-21,2023-08-18,-4998,8480.38,0.81470202263771
395,38576,35760,1928.8,16092,2023-07-21,2023-08-25,-2816,14163.2,0.880139199602287
395,5314,38578,584.54,1928.9,2023-07-21,2023-07-28,33264,1344.36,0.696956814764892
395,5314,5314,584.54,584.54,2023-07-21,2023-08-04,0,0,0
395,5314,54555,584.54,10911,2023-07-21,2023-08-11,49241,10326.46,0.946426542021813
395,5314,33578,584.54,10409.18,2023-07-21,2023-08-18,28264,9824.64,0.943843799415516
395,5314,35760,584.54,16092,2023-07-21,2023-08-25,30446,15507.46,0.963675118071091
395,54551,38578,8728.16,1928.9,2023-07-21,2023-07-28,-15973,-6799.26,-3.52494167660325
395,54551,5314,8728.16,584.54,2023-07-21,2023-08-04,-49237,-8143.62,-13.9316727683307
395,54551,54555,8728.16,10911,2023-07-21,2023-08-11,4,2182.84,0.200058656401796
395,54551,33578,8728.16,10409.18,2023-07-21,2023-08-18,-20973,1681.02,0.161493988959745
395,54551,35760,8728.16,16092,2023-07-21,2023-08-25,-18791,7363.84,0.457608749689287
395,33740,38578,8772.4,1928.9,2023-07-21,2023-07-28,4838,-6843.5,-3.54787702835813
395,33740,5314,8772.4,584.54,2023-07-21,2023-08-04,-28426,-8187.86,-14.007356211722
395,33740,54555,8772.4,10911,2023-07-21,2023-08-11,20815,2138.6,0.196004032627624
395,33740,33578,8772.4,10409.18,2023-07-21,2023-08-18,-162,1636.78,0.157243894331734
395,33740,35760,8772.4,16092,2023-07-21,2023-08-25,2020,7319.6,0.454859557544121
395,35585,38578,13878.15,1928.9,2023-07-21,2023-07-28,2993,-11949.25,-6.19485198817979
395,35585,5314,13878.15,584.54,2023-07-21,2023-08-04,-30271,-13293.61,-22.7420022581859
395,35585,54555,13878.15,10911,2023-07-21,2023-08-11,18970,-2967.15,-0.271941160296948
395,35585,33578,13878.15,10409.18,2023-07-21,2023-08-18,-2007,-3468.97,-0.333260641087963
395,35585,35760,13878.15,16092,2023-07-21,2023-08-25,175,2213.85,0.137574571215511
396,397,396,23.82,15.84,2023-07-21,2023-07-28,-1,-7.98,-0.503787878787879
396,397,863,23.82,86.3,2023-07-21,2023-08-04,466,62.48,0.723986095017381
396,397,6606,23.82,1915.74,2023-07-21,2023-08-18,6209,1891.92,0.987566162422876
396,866,396,86.6,15.84,2023-07-21,2023-07-28,-470,-70.76,-4.46717171717172
396,866,863,86.6,86.3,2023-07-21,2023-08-04,-3,-0.299999999999997,-0.0034762456546929
396,866,6606,86.6,1915.74,2023-07-21,2023-08-18,5740,1829.14,0.954795535928675
396,6604,396,1584.96,15.84,2023-07-21,2023-07-28,-6208,-1569.12,-99.0606060606061
396,6604,863,1584.96,86.3,2023-07-21,2023-08-04,-5741,-1498.66,-17.3657010428737
396,6604,6606,1584.96,1915.74,2023-07-21,2023-08-18,2,330.78,0.172664349024398
397,8,15,0.4,0.75,2023-07-21,2023-07-28,7,0.35,0.466666666666667
397,8,4987,0.4,1595.84,2023-07-21,2023-08-18,4979,1595.44,0.999749348305594
397,4994,15,1348.38,0.75,2023-07-21,2023-07-28,-4979,-1347.63,-1796.84
397,4994,4987,1348.38,1595.84,2023-07-21,2023-08-18,-7,247.46,0.155065670743934
398,804,798,40.2,39.9,2023-07-21,2023-07-28,-6,-0.299999999999997,-0.00751879699248113
398,804,834,40.2,91.74,2023-07-21,2023-08-04,30,51.54,0.561805101373447
398,804,4592,40.2,1561.28,2023-07-21,2023-08-18,3788,1521.08,0.974251895880303
398,834,798,91.74,39.9,2023-07-21,2023-07-28,-36,-51.84,-1.29924812030075
398,834,834,91.74,91.74,2023-07-21,2023-08-04,0,0,0
398,834,4592,91.74,1561.28,2023-07-21,2023-08-18,3758,1469.54,0.941240520598483
398,4597,798,1195.22,39.9,2023-07-21,2023-07-28,-3799,-1155.32,-28.9553884711779
398,4597,834,1195.22,91.74,2023-07-21,2023-08-04,-3763,-1103.48,-12.0283409635928
398,4597,4592,1195.22,1561.28,2023-07-21,2023-08-18,-5,366.06,0.234461467513835
399,61,62,3.66,3.1,2023-07-21,2023-07-28,1,-0.56,-0.180645161290322
399,61,17721,3.66,6202.35,2023-07-21,2023-08-18,17660,6198.69,0.999409901085879
399,17982,62,4495.5,3.1,2023-07-21,2023-07-28,-17920,-4492.4,-1449.16129032258
399,17982,17721,4495.5,6202.35,2023-07-21,2023-08-18,-261,1706.85,0.275194079663353
400,5707,5749,285.35,287.45,2023-07-21,2023-07-28,42,2.09999999999997,0.00730561836841178
400,5707,3986,285.35,558.04,2023-07-21,2023-08-04,-1721,272.69,0.488656727116336
400,5707,13352,285.35,3338,2023-07-21,2023-08-11,7645,3052.65,0.914514679448772
400,5707,105083,285.35,37829.88,2023-07-21,2023-08-18,99376,37544.53,0.992457020746563
400,5707,740,285.35,392.2,2023-07-21,2023-08-25,-4967,106.85,0.272437531871494
400,3973,5749,476.76,287.45,2023-07-21,2023-07-28,1776,-189.31,-0.658584101582884
400,3973,3986,476.76,558.04,2023-07-21,2023-08-04,13,81.2800000000001,0.145652641387714
400,3973,13352,476.76,3338,2023-07-21,2023-08-11,9379,2861.24,0.85717195925704
400,3973,105083,476.76,37829.88,2023-07-21,2023-08-18,101110,37353.12,0.987397263750242
400,3973,740,476.76,392.2,2023-07-21,2023-08-25,-3233,-84.5599999999999,-0.215604283528812
400,13343,5749,2802.03,287.45,2023-07-21,2023-07-28,-7594,-2514.58,-8.747886588972
400,13343,3986,2802.03,558.04,2023-07-21,2023-08-04,-9357,-2243.99,-4.02119919719017
400,13343,13352,2802.03,3338,2023-07-21,2023-08-11,9,535.97,0.160566207309766
400,13343,105083,2802.03,37829.88,2023-07-21,2023-08-18,91740,35027.85,0.925930772183258
400,13343,740,2802.03,392.2,2023-07-21,2023-08-25,-12603,-2409.83,-6.14439061703213
400,106130,5749,33961.6,287.45,2023-07-21,2023-07-28,-100381,-33674.15,-117.147851800313
400,106130,3986,33961.6,558.04,2023-07-21,2023-08-04,-102144,-33403.56,-59.8587198050319
400,106130,13352,33961.6,3338,2023-07-21,2023-08-11,-92778,-30623.6,-9.1742360695027
400,106130,105083,33961.6,37829.88,2023-07-21,2023-08-18,-1047,3868.28,0.102254619893058
400,106130,740,33961.6,392.2,2023-07-21,2023-08-25,-105390,-33569.4,-85.5925548189699
400,787,5749,354.15,287.45,2023-07-21,2023-07-28,4962,-66.7000000000001,-0.232040354844321
400,787,3986,354.15,558.04,2023-07-21,2023-08-04,3199,203.89,0.365368073973192
400,787,13352,354.15,3338,2023-07-21,2023-08-11,12565,2983.85,0.893903535050929
400,787,105083,354.15,37829.88,2023-07-21,2023-08-18,104296,37475.73,0.990638352540373
400,787,740,354.15,392.2,2023-07-21,2023-08-25,-47,38.05,0.0970168281489036
401,1525,1524,91.5,91.44,2023-07-21,2023-07-28,-1,-0.0600000000000023,-0.00065616797900265
401,1525,5355,91.5,1981.35,2023-07-21,2023-08-18,3830,1889.85,0.953819365584071
401,5452,1524,1581.08,91.44,2023-07-21,2023-07-28,-3928,-1489.64,-16.2909011373578
401,5452,5355,1581.08,1981.35,2023-07-21,2023-08-18,-97,400.27,0.202018825548237
402,677,676,54.16,33.8,2023-07-21,2023-07-28,-1,-20.36,-0.602366863905325
402,677,1241,54.16,136.51,2023-07-21,2023-08-04,564,82.35,0.603252508973702
402,677,11251,54.16,4275.38,2023-07-21,2023-08-18,10574,4221.22,0.987332120185808
402,1241,676,136.51,33.8,2023-07-21,2023-07-28,-565,-102.71,-3.0387573964497
402,1241,1241,136.51,136.51,2023-07-21,2023-08-04,0,0,0
402,1241,11251,136.51,4275.38,2023-07-21,2023-08-18,10010,4138.87,0.968070674419584
402,11272,676,3494.32,33.8,2023-07-21,2023-07-28,-10596,-3460.52,-102.38224852071
402,11272,1241,3494.32,136.51,2023-07-21,2023-08-04,-10031,-3357.81,-24.5975386418577
402,11272,11251,3494.32,4275.38,2023-07-21,2023-08-18,-21,781.06,0.182687854646838
403,473,473,33.11,33.11,2023-07-21,2023-07-28,0,0,0
403,473,5410,33.11,2109.9,2023-07-21,2023-08-18,4937,2076.79,0.984307313142803
403,5308,473,1751.64,33.11,2023-07-21,2023-07-28,-4835,-1718.53,-51.9036544850498
403,5308,5410,1751.64,2109.9,2023-07-21,2023-08-18,102,358.26,0.169799516564766
404,682,672,40.92,40.32,2023-07-21,2023-07-28,-10,-0.600000000000001,-0.0148809523809524
404,682,373,40.92,59.68,2023-07-21,2023-08-04,-309,18.76,0.314343163538874
404,682,15336,40.92,6134.4,2023-07-21,2023-08-18,14654,6093.48,0.993329420970266
404,370,672,51.8,40.32,2023-07-21,2023-07-28,302,-11.48,-0.284722222222222
404,370,373,51.8,59.68,2023-07-21,2023-08-04,3,7.88,0.132037533512064
404,370,15336,51.8,6134.4,2023-07-21,2023-08-18,14966,6082.6,0.99155581637976
404,15368,672,5378.8,40.32,2023-07-21,2023-07-28,-14696,-5338.48,-132.402777777778
404,15368,373,5378.8,59.68,2023-07-21,2023-08-04,-14995,-5319.12,-89.127345844504
404,15368,15336,5378.8,6134.4,2023-07-21,2023-08-18,-32,755.600000000001,0.123174230568597
405,8617,8576,517.02,600.32,2023-07-21,2023-07-28,-41,83.3000000000001,0.138759328358209
405,8617,1319,517.02,224.23,2023-07-21,2023-08-04,-7298,-292.79,-1.30575748115774
405,8617,1655,517.02,446.85,2023-07-21,2023-08-11,-6962,-70.17,-0.157032561262168
405,8617,48258,517.02,19303.2,2023-07-21,2023-08-18,39641,18786.18,0.973215839860748
405,8617,2309,517.02,1362.31,2023-07-21,2023-08-25,-6308,845.29,0.620482856324919
405,1328,8576,185.92,600.32,2023-07-21,2023-07-28,7248,414.4,0.690298507462687
405,1328,1319,185.92,224.23,2023-07-21,2023-08-04,-9,38.31,0.170851357980645
405,1328,1655,185.92,446.85,2023-07-21,2023-08-11,327,260.93,0.583931968221998
405,1328,48258,185.92,19303.2,2023-07-21,2023-08-18,46930,19117.28,0.990368436321439
405,1328,2309,185.92,1362.31,2023-07-21,2023-08-25,981,1176.39,0.863525922880989
405,1652,8576,379.96,600.32,2023-07-21,2023-07-28,6924,220.36,0.367070895522388
405,1652,1319,379.96,224.23,2023-07-21,2023-08-04,-333,-155.73,-0.694510101235339
405,1652,1655,379.96,446.85,2023-07-21,2023-08-11,3,66.89,0.149692290477789
405,1652,48258,379.96,19303.2,2023-07-21,2023-08-18,46606,18923.24,0.98031621700029
405,1652,2309,379.96,1362.31,2023-07-21,2023-08-25,657,982.35,0.721091381550455
405,49012,8576,17154.2,600.32,2023-07-21,2023-07-28,-40436,-16553.88,-27.5750932835821
405,49012,1319,17154.2,224.23,2023-07-21,2023-08-04,-47693,-16929.97,-75.5026981224636
405,49012,1655,17154.2,446.85,2023-07-21,2023-08-11,-47357,-16707.35,-37.3891686248182
405,49012,48258,17154.2,19303.2,2023-07-21,2023-08-18,-754,2149,0.111328691615898
405,49012,2309,17154.2,1362.31,2023-07-21,2023-08-25,-46703,-15791.89,-11.5919944799642
405,2301,8576,1219.53,600.32,2023-07-21,2023-07-28,6275,-619.21,-1.03146655117271
405,2301,1319,1219.53,224.23,2023-07-21,2023-08-04,-982,-995.3,-4.43874593051777
405,2301,1655,1219.53,446.85,2023-07-21,2023-08-11,-646,-772.68,-1.72917086270561
405,2301,48258,1219.53,19303.2,2023-07-21,2023-08-18,45957,18083.67,0.936822392142236
405,2301,2309,1219.53,1362.31,2023-07-21,2023-08-25,8,142.78,0.104807275877003
406,1556,1556,140.04,108.92,2023-07-21,2023-07-28,0,-31.12,-0.285714285714286
406,1556,3321,140.04,564.57,2023-07-21,2023-08-04,1765,424.53,0.751952813645784
406,1556,32238,140.04,13862.34,2023-07-21,2023-08-18,30682,13722.3,0.98989780946074
406,3321,1556,464.94,108.92,2023-07-21,2023-07-28,-1765,-356.02,-3.26863753213368
406,3321,3321,464.94,564.57,2023-07-21,2023-08-04,0,99.63,0.176470588235294
406,3321,32238,464.94,13862.34,2023-07-21,2023-08-18,28917,13397.4,0.966460208016828
406,32228,1556,11602.08,108.92,2023-07-21,2023-07-28,-30672,-11493.16,-105.519280205656
406,32228,3321,11602.08,564.57,2023-07-21,2023-08-04,-28907,-11037.51,-19.5502949147139
406,32228,32238,11602.08,13862.34,2023-07-21,2023-08-18,10,2260.26,0.16305039408931
407,1304,1304,91.28,91.28,2023-07-21,2023-07-28,0,0,0
407,1304,5047,91.28,2220.68,2023-07-21,2023-08-18,3743,2129.4,0.95889547345858
407,5039,1304,1713.26,91.28,2023-07-21,2023-07-28,-3735,-1621.98,-17.7692813321648
407,5039,5047,1713.26,2220.68,2023-07-21,2023-08-18,8,507.42,0.228497577318659
408,1459,1459,102.13,87.54,2023-07-21,2023-07-28,0,-14.59,-0.166666666666667
408,1459,7047,102.13,1127.52,2023-07-21,2023-08-04,5588,1025.39,0.909420675464737
408,1459,495,102.13,148.5,2023-07-21,2023-08-11,-964,46.37,0.312255892255892
408,1459,33193,102.13,13277.2,2023-07-21,2023-08-18,31734,13175.07,0.99230786611635
408,1459,73,102.13,44.53,2023-07-21,2023-08-25,-1386,-57.6,-1.29350999326297
408,7046,1459,1127.36,87.54,2023-07-21,2023-07-28,-5587,-1039.82,-11.8782270961846
408,7046,7047,1127.36,1127.52,2023-07-21,2023-08-04,1,0.159999999999854,0.000141904356463614
408,7046,495,1127.36,148.5,2023-07-21,2023-08-11,-6551,-978.86,-6.59164983164983
408,7046,33193,1127.36,13277.2,2023-07-21,2023-08-18,26147,12149.84,0.915090531136083
408,7046,73,1127.36,44.53,2023-07-21,2023-08-25,-6973,-1082.83,-24.316865034808
408,417,1459,95.91,87.54,2023-07-21,2023-07-28,1042,-8.37000000000002,-0.0956134338588076
408,417,7047,95.91,1127.52,2023-07-21,2023-08-04,6630,1031.61,0.914937207322265
408,417,495,95.91,148.5,2023-07-21,2023-08-11,78,52.59,0.354141414141414
408,417,33193,95.91,13277.2,2023-07-21,2023-08-18,32776,13181.29,0.992776338384599
408,417,73,95.91,44.53,2023-07-21,2023-08-25,-344,-51.38,-1.15382887940714
408,33241,1459,11966.76,87.54,2023-07-21,2023-07-28,-31782,-11879.22,-135.700479780672
408,33241,7047,11966.76,1127.52,2023-07-21,2023-08-04,-26194,-10839.24,-9.61334610472542
408,33241,495,11966.76,148.5,2023-07-21,2023-08-11,-32746,-11818.26,-79.5842424242424
408,33241,33193,11966.76,13277.2,2023-07-21,2023-08-18,-48,1310.44,0.0986985207724521
408,33241,73,11966.76,44.53,2023-07-21,2023-08-25,-33168,-11922.23,-267.73478553784
408,69,1459,33.81,87.54,2023-07-21,2023-07-28,1390,53.73,0.613776559287183
408,69,7047,33.81,1127.52,2023-07-21,2023-08-04,6978,1093.71,0.970013835674755
408,69,495,33.81,148.5,2023-07-21,2023-08-11,426,114.69,0.772323232323232
408,69,33193,33.81,13277.2,2023-07-21,2023-08-18,33124,13243.39,0.9974535293586
408,69,73,33.81,44.53,2023-07-21,2023-08-25,4,10.72,0.240736582079497
409,3652,3619,255.64,289.52,2023-07-21,2023-07-28,-33,33.88,0.117021276595745
409,3652,1017,255.64,162.72,2023-07-21,2023-08-04,-2635,-92.92,-0.571042281219273
409,3652,29465,255.64,13553.9,2023-07-21,2023-08-18,25813,13298.26,0.981139007960808
409,1018,3619,152.7,289.52,2023-07-21,2023-07-28,2601,136.82,0.472575297043382
409,1018,1017,152.7,162.72,2023-07-21,2023-08-04,-1,10.02,0.0615781710914455
409,1018,29465,152.7,13553.9,2023-07-21,2023-08-18,28447,13401.2,0.988733869956249
409,29469,3619,11787.6,289.52,2023-07-21,2023-07-28,-25850,-11498.08,-39.7142857142857
409,29469,1017,11787.6,162.72,2023-07-21,2023-08-04,-28452,-11624.88,-71.4410029498525
409,29469,29465,11787.6,13553.9,2023-07-21,2023-08-18,-4,1766.3,0.13031673540457
410,8997,8021,719.76,641.68,2023-07-21,2023-07-28,-976,-78.0799999999999,-0.121680588455305
410,8997,3693,719.76,664.74,2023-07-21,2023-08-04,-5304,-55.02,-0.0827692029966603
410,8997,841,719.76,269.12,2023-07-21,2023-08-11,-8156,-450.64,-1.67449464922711
410,8997,110202,719.76,51794.94,2023-07-21,2023-08-18,101205,51075.18,0.986103661863495
410,8997,7519,719.76,5188.11,2023-07-21,2023-08-25,-1478,4468.35,0.861267397954168
410,3844,8021,615.04,641.68,2023-07-21,2023-07-28,4177,26.6400000000001,0.0415160204463285
410,3844,3693,615.04,664.74,2023-07-21,2023-08-04,-151,49.7000000000001,0.0747660739537263
410,3844,841,615.04,269.12,2023-07-21,2023-08-11,-3003,-345.92,-1.28537455410226
410,3844,110202,615.04,51794.94,2023-07-21,2023-08-18,106358,51179.9,0.988125480983278
410,3844,7519,615.04,5188.11,2023-07-21,2023-08-25,3675,4573.07,0.881452012389868
410,829,8021,215.54,641.68,2023-07-21,2023-07-28,7192,426.14,0.664100486223663
410,829,3693,215.54,664.74,2023-07-21,2023-08-04,2864,449.2,0.675752925956013
410,829,841,215.54,269.12,2023-07-21,2023-08-11,12,53.58,0.199093341260404
410,829,110202,215.54,51794.94,2023-07-21,2023-08-18,109373,51579.4,0.995838589638293
410,829,7519,215.54,5188.11,2023-07-21,2023-08-25,6690,4972.57,0.958455005772815
410,109767,8021,43906.8,641.68,2023-07-21,2023-07-28,-101746,-43265.12,-67.4247600049869
410,109767,3693,43906.8,664.74,2023-07-21,2023-08-04,-106074,-43242.06,-65.0510876432891
410,109767,841,43906.8,269.12,2023-07-21,2023-08-11,-108926,-43637.68,-162.149524375743
410,109767,110202,43906.8,51794.94,2023-07-21,2023-08-18,435,7888.13999999999,0.152295571729594
410,109767,7519,43906.8,5188.11,2023-07-21,2023-08-25,-102248,-38718.69,-7.46296628251907
410,7500,8021,4500,641.68,2023-07-21,2023-07-28,521,-3858.32,-6.01284129160952
410,7500,3693,4500,664.74,2023-07-21,2023-08-04,-3807,-3835.26,-5.76956404007582
410,7500,841,4500,269.12,2023-07-21,2023-08-11,-6659,-4230.88,-15.7211652794293
410,7500,110202,4500,51794.94,2023-07-21,2023-08-18,102702,47294.94,0.913118926288939
410,7500,7519,4500,5188.11,2023-07-21,2023-08-25,19,688.11,0.13263211458508
411,1020,1019,81.6,61.14,2023-07-21,2023-07-28,-1,-20.46,-0.334641805691855
411,1020,718,81.6,136.42,2023-07-21,2023-08-04,-302,54.82,0.40184723647559
411,1020,4881,81.6,2440.5,2023-07-21,2023-08-18,3861,2358.9,0.966564228641672
411,724,1019,94.12,61.14,2023-07-21,2023-07-28,295,-32.98,-0.539417729800458
411,724,718,94.12,136.42,2023-07-21,2023-08-04,-6,42.3,0.310071836974051
411,724,4881,94.12,2440.5,2023-07-21,2023-08-18,4157,2346.38,0.961434132349928
411,4895,1019,2006.95,61.14,2023-07-21,2023-07-28,-3876,-1945.81,-31.8254824991822
411,4895,718,2006.95,136.42,2023-07-21,2023-08-04,-4177,-1870.53,-13.7115525582759
411,4895,4881,2006.95,2440.5,2023-07-21,2023-08-18,-14,433.55,0.177648022946118
412,7064,7054,635.76,564.32,2023-07-21,2023-07-28,-10,-71.44,-0.126594839807201
412,7064,1486,635.76,252.62,2023-07-21,2023-08-04,-5578,-383.14,-1.51666534716174
412,7064,312,635.76,102.96,2023-07-21,2023-08-11,-6752,-532.8,-5.17482517482517
412,7064,22155,635.76,11077.5,2023-07-21,2023-08-18,15091,10441.74,0.942607989167231
412,7064,211,635.76,162.47,2023-07-21,2023-08-25,-6853,-473.29,-2.9130916476888
412,1486,7054,252.62,564.32,2023-07-21,2023-07-28,5568,311.7,0.552346186560817
412,1486,1486,252.62,252.62,2023-07-21,2023-08-04,0,0,0
412,1486,312,252.62,102.96,2023-07-21,2023-08-11,-1174,-149.66,-1.4535742035742
412,1486,22155,252.62,11077.5,2023-07-21,2023-08-18,20669,10824.88,0.977195215526969
412,1486,211,252.62,162.47,2023-07-21,2023-08-25,-1275,-90.15,-0.554871668615744
412,302,7054,78.52,564.32,2023-07-21,2023-07-28,6752,485.8,0.860859087042813
412,302,1486,78.52,252.62,2023-07-21,2023-08-04,1184,174.1,0.689177420631779
412,302,312,78.52,102.96,2023-07-21,2023-08-11,10,24.44,0.237373737373737
412,302,22155,78.52,11077.5,2023-07-21,2023-08-18,21853,10998.98,0.992911758068156
412,302,211,78.52,162.47,2023-07-21,2023-08-25,-91,83.95,0.516710777374285
412,22545,7054,9243.45,564.32,2023-07-21,2023-07-28,-15491,-8679.13,-15.3798022398639
412,22545,1486,9243.45,252.62,2023-07-21,2023-08-04,-21059,-8990.83,-35.5903333069432
412,22545,312,9243.45,102.96,2023-07-21,2023-08-11,-22233,-9140.49,-88.7770979020979
412,22545,22155,9243.45,11077.5,2023-07-21,2023-08-18,-390,1834.05,0.165565335138795
412,22545,211,9243.45,162.47,2023-07-21,2023-08-25,-22334,-9080.98,-55.8932726041731
412,203,7054,119.77,564.32,2023-07-21,2023-07-28,6851,444.55,0.787762262546073
412,203,1486,119.77,252.62,2023-07-21,2023-08-04,1283,132.85,0.525888686564801
412,203,312,119.77,102.96,2023-07-21,2023-08-11,109,-16.81,-0.163267288267288
412,203,22155,119.77,11077.5,2023-07-21,2023-08-18,21952,10957.73,0.989187993680885
412,203,211,119.77,162.47,2023-07-21,2023-08-25,8,42.7,0.26281775096941
413,1715,1715,154.35,120.05,2023-07-21,2023-07-28,0,-34.3,-0.285714285714286
413,1715,1613,154.35,322.6,2023-07-21,2023-08-04,-102,168.25,0.521543707377557
413,1715,257,154.35,89.95,2023-07-21,2023-08-11,-1458,-64.4,-0.715953307392996
413,1715,26940,154.35,12392.4,2023-07-21,2023-08-18,25225,12238.05,0.987544785513702
413,1715,274,154.35,210.98,2023-07-21,2023-08-25,-1441,56.63,0.268414067684141
413,1617,1715,258.72,120.05,2023-07-21,2023-07-28,98,-138.67,-1.15510204081633
413,1617,1613,258.72,322.6,2023-07-21,2023-08-04,-4,63.88,0.198016119032858
413,1617,257,258.72,89.95,2023-07-21,2023-08-11,-1360,-168.77,-1.87626459143969
413,1617,26940,258.72,12392.4,2023-07-21,2023-08-18,25323,12133.68,0.979122688099158
413,1617,274,258.72,210.98,2023-07-21,2023-08-25,-1343,-47.74,-0.226277372262774
413,257,1715,64.25,120.05,2023-07-21,2023-07-28,1458,55.8,0.464806330695544
413,257,1613,64.25,322.6,2023-07-21,2023-08-04,1356,258.35,0.800836949783013
413,257,257,64.25,89.95,2023-07-21,2023-08-11,0,25.7,0.285714285714286
413,257,26940,64.25,12392.4,2023-07-21,2023-08-18,26683,12328.15,0.994815370711081
413,257,274,64.25,210.98,2023-07-21,2023-08-25,17,146.73,0.695468764811831
413,26954,1715,11859.76,120.05,2023-07-21,2023-07-28,-25239,-11739.71,-97.7901707621824
413,26954,1613,11859.76,322.6,2023-07-21,2023-08-04,-25341,-11537.16,-35.763050216987
413,26954,257,11859.76,89.95,2023-07-21,2023-08-11,-26697,-11769.81,-130.848360200111
413,26954,26940,11859.76,12392.4,2023-07-21,2023-08-18,-14,532.639999999999,0.0429811820147832
413,26954,274,11859.76,210.98,2023-07-21,2023-08-25,-26680,-11648.78,-55.2127215849844
413,277,1715,177.28,120.05,2023-07-21,2023-07-28,1438,-57.23,-0.476718034152436
413,277,1613,177.28,322.6,2023-07-21,2023-08-04,1336,145.32,0.450464972101674
413,277,257,177.28,89.95,2023-07-21,2023-08-11,-20,-87.33,-0.970872707059478
413,277,26940,177.28,12392.4,2023-07-21,2023-08-18,26663,12215.12,0.985694457893548
413,277,274,177.28,210.98,2023-07-21,2023-08-25,-3,33.7,0.159730780168736
414,9630,9584,770.4,862.56,2023-07-21,2023-07-28,-46,92.16,0.106844741235392
414,9630,1577,770.4,331.17,2023-07-21,2023-08-04,-8053,-439.23,-1.32629767189057
414,9630,1090,770.4,392.4,2023-07-21,2023-08-11,-8540,-378,-0.963302752293578
414,9630,7066,770.4,3956.96,2023-07-21,2023-08-18,-2564,3186.56,0.805305082689742
414,9630,154,770.4,126.28,2023-07-21,2023-08-25,-9476,-644.12,-5.10072853975293
414,1576,9584,252.16,862.56,2023-07-21,2023-07-28,8008,610.4,0.707660916342052
414,1576,1577,252.16,331.17,2023-07-21,2023-08-04,1,79.01,0.238578373644956
414,1576,1090,252.16,392.4,2023-07-21,2023-08-11,-486,140.24,0.357390417940877
414,1576,7066,252.16,3956.96,2023-07-21,2023-08-18,5490,3704.8,0.936274311592738
414,1576,154,252.16,126.28,2023-07-21,2023-08-25,-1422,-125.88,-0.996832435856826
414,1091,9584,305.48,862.56,2023-07-21,2023-07-28,8493,557.08,0.645844926729735
414,1091,1577,305.48,331.17,2023-07-21,2023-08-04,486,25.69,0.077573451701543
414,1091,1090,305.48,392.4,2023-07-21,2023-08-11,-1,86.92,0.221508664627931
414,1091,7066,305.48,3956.96,2023-07-21,2023-08-18,5975,3651.48,0.922799320690631
414,1091,154,305.48,126.28,2023-07-21,2023-08-25,-937,-179.2,-1.41906873614191
414,6124,9584,2817.04,862.56,2023-07-21,2023-07-28,3460,-1954.48,-2.26590613986273
414,6124,1577,2817.04,331.17,2023-07-21,2023-08-04,-4547,-2485.87,-7.50632605610412
414,6124,1090,2817.04,392.4,2023-07-21,2023-08-11,-5034,-2424.64,-6.17900101936799
414,6124,7066,2817.04,3956.96,2023-07-21,2023-08-18,942,1139.92,0.288079737980672
414,6124,154,2817.04,126.28,2023-07-21,2023-08-25,-5970,-2690.76,-21.3078872347165
414,141,9584,84.6,862.56,2023-07-21,2023-07-28,9443,777.96,0.901919866444073
414,141,1577,84.6,331.17,2023-07-21,2023-08-04,1436,246.57,0.744542078086783
